,MD-R-EB-1,MD-R-EB-2,MD-R-EB-3,MD-R-EB-4,MD-R-EB-5,MD-R-EB-6,MD-R-EB-7,MD-R-EB-8,MD-R-EB-9,MD-R-EB-10,MD-R-EB-11,MD-R-EB-12
Rrs1,136.095,168.7862,157.0995,156.9996,164.0888,135.374,129.7588,131.666,113.9584,156.5514,129.7783,138.3655
Adhfe1,0.8789,1.4758,1.7566,2.1665,1.859,1.2819,1.3429,1.4336,1.7315,0.8754,1.6461,1.4364
2610203C22Rik,0.1167,0.1239,0.1186,0.395,0.1473,0.141,0.1118,0.144,0.1515,0.0722,0.1552,0.1843
Gm6161,0,0,0.3171,0.3911,0,0.157,0,0.2138,0.135,0,0,0.2346
Vxn,0.0352,0,0.0358,0,0,0,0,0.0362,0.0457,0.0726,0.078,0
Gm29520,0,0,0,0,0.0968,0,0,0,0,0,0,0
Mybl1,10.9003,15.115,14.1028,16.6357,15.2271,15.4417,16.4827,15.9412,20.9273,13.6073,21.9326,14.3108
Vcpip1,23.5487,30.5674,29.7523,32.2298,30.9621,27.6573,27.1744,27.7561,34.9557,23.3956,33.1114,30.5785
1700034P13Rik,0.0369,0.2944,0.263,0.0695,0.1666,0.279,0.1327,0.2659,0.5756,0.1905,0.2048,0.2918
Sgk3,5.5555,4.5502,4.2083,5.632,5.2857,1.6567,1.6393,1.9674,1.9437,5.7309,7.4981,4.5799
Gm6195,0.3209,0.8524,2.9367,1.2073,1.1578,0,0.3843,0.66,0,1.3241,1.4228,1.0864
Gm22607,0,0,0,0,0.9842,0,0,0,0,0,0,0
Mcmdc2,3.4662,6.9609,8.4865,6.9213,8.332,7.5181,7.3746,7.3876,9.0265,3.3759,6.783,8.1945
Snhg6,118.3578,132.054,132.7516,135.9607,144.6366,133.7987,133.6031,132.606,120.1931,121.5811,148.1527,140.3308
Snord87,17.118,107.2595,78.9976,99.0833,99.7742,73.6012,85.1553,81.2437,70.1,13.5837,71.522,86.1839
Tcf24,0.683,1.524,2.2503,2.467,2.6863,0.8255,1.3415,1.6014,1.9157,1.1274,1.6657,1.5107
E330040D14Rik,0,0,0.0848,0.1568,0.376,0,0,0,0,0.172,0.0924,0
Ppp1r42,0,0,0,0.1415,0.0679,0.1136,0,0,0,0,0.1668,0
Gm15818,0,0,0,0,0,0,0,0,0,0,0,0
Gm24674,1.1015,0,0,0,0,0,0,0,0,0,0,0
Cops5,86.2084,91.7881,91.0004,88.4113,93.3221,95.5382,96.2475,90.9645,101.9438,81.5887,100.2146,92.8891
Cspp1,16.7208,22.5998,20.7784,21.6206,21.3704,16.8695,18.3208,16.5165,18.8637,16.5758,21.2479,19.679
1700047N06Rik,0.9962,2.7563,1.646,0.937,1.1232,1.1287,1.3421,1.5366,1.2935,1.5415,2.0705,4.356
Arfgef1,55.4981,44.0833,41.1382,45.7556,46.1723,29.8631,29.7227,33.099,40.1771,49.629,67.0507,55.5459
Gm26348,2.864,2.1131,0.9707,3.5918,2.5834,2.1633,2.8582,2.4542,1.2396,4.4317,5.2912,4.8478
Gm37569,1.5966,2.0616,1.0824,2.0024,1.6203,1.5075,0.7967,1.2314,0.9502,0.8922,2.8023,1.2012
Cpa6,0.335,0,0,0.063,0.0151,0,0.0602,0,0.0217,0.1209,0.2414,0
Gm38005,0.0417,0,0,0,0,0,0,0,0,0.0861,0.0463,0
Gm15604,0.3147,0.0697,0.16,0.444,0.3549,0.4754,0.3769,0.3236,0.4087,0.2435,0.3489,0.3552
Gm25253,0,0,0,0,0,0,0,0,0,0,0,0
Gm15603,0,0,0,0,0,0,0,0.2394,0,0,0.5162,0.2628
Gm37133,0,0,0,0.1121,0,0.1801,0.0714,0.1226,0.0774,0.0615,0,0.1345
Gm5522,0.0922,0.245,0.1876,0,0.3328,0.2787,0.1105,0,0,0.0952,0.1022,0.2082
Gm28659,0.1509,0,0,0.2839,0,0,0.5423,0.3104,0,0.3114,0.1673,0.3406
Gm22963,0,0,0,0,0,0,0,0,0,0,0,0
Prex2,1.3933,8.11,7.0837,8.914,8.1008,4.2409,3.5519,3.2059,4.0929,2.3907,3.8076,7.1063
Gm24173,0,0,0.9101,1.6836,3.2293,0,0,0,0,1.8465,0.9921,1.01
Gm28686,0.3762,1.6655,0.1913,0.3539,1.3575,0.2842,0.4506,0.5803,0.4885,0.1941,1.2511,1.9105
Gm37410,0,0.0334,0.1917,0,0,0,0,0.0775,0.0979,0,0,0.0425
A830018L16Rik,0.8608,6.3732,5.4546,7.9322,8.1698,2.8834,2.8834,2.1937,2.4135,1.2612,3.3189,5.3636
Gm38178,0.1391,3.8585,4.0071,5.7561,4.3075,1.4708,0.9994,0.5721,1.0836,0.3826,1.3362,2.3543
Gm29273,0,0.7743,0.8892,0,0.7888,0.6605,1.0473,0,0,0,0.4847,0
Gm38069,0,0.2365,0.326,0.5026,0.5302,0.2422,0,0.1099,0.0694,0,0.1185,0.1809
Gm7560,0,0.3486,0,0,0.1184,0,0,0,0,0.2707,0,0.1481
Gm22633,0,0,0,0,0,0,0,0,0,0,0,0
Mir6341,0,0,0,0,0,0,0,0,0,0,0,0
Gm2383,0.5678,0.5028,0.433,0.267,0.8964,0.4289,0.51,0.7299,0.9216,1.4644,0.6294,0.801
Gm6216,0.1668,0,0,0,0.3008,0.2519,0.1997,0,0.2165,0,0.1848,0.1882
Gm17644,0,0.0317,0,0.0673,0,0.0541,0.0429,0,0.0465,0.0739,0,0.0404
Gm29663,0,0,0,0,0,0,0,0,0,0,0.1489,0
Sulf1,40.8981,45.2367,46.2177,52.3023,51.8152,18.9704,21.5984,14.728,17.3984,47.2964,63.7639,60.5401
Slco5a1,5.2322,3.8991,3.7331,2.9692,2.5329,1.3305,1.483,1.094,1.2115,7.6824,8.7578,6.4554
Gm37162,0,0,0,0,0.1875,0.6282,0.249,0,0,0,0,0
Gm5250,0,0.316,0,0.6714,0,1.0783,0.8548,0.734,1.3902,0.3682,0,0
Gm29283,0.3978,2.4653,0.8089,0.7483,0.3588,9.0137,7.6219,4.9085,5.6814,0.4103,0.4409,0.4489
Prdm14,2.1893,16.1798,13.7659,8.9934,6.4888,22.7465,22.4199,35.2859,30.4575,4.5169,4.2098,6.7562
Ncoa2,28.8925,23.7462,21.5594,21.5203,18.7953,10.9865,11.1829,11.8466,13.7318,25.884,25.922,23.8435
Gm38376,3.0508,2.206,1.2926,1.7218,1.7888,1.3827,0.7916,1.1503,1.6506,2.4129,3.5509,2.123
Gm37409,1.1977,1.4347,1.0746,0.9278,0.8897,0.745,0.5063,0.4347,0.183,1.4536,1.3277,1.1131
Gm27881,1.3971,0,1.4206,2.6281,1.2602,2.1105,0,1.4366,3.628,5.7648,1.5486,3.1531
Gm38223,0.1648,0.5838,0.5028,0,0.5947,0,0.5922,0.1695,0,0.5101,0.3654,0.744
Gm37702,1.8359,1.6255,0.8089,1.1512,1.5456,0.6471,1.1726,0.5664,0.8741,1.0101,1.4245,0.6215
Gm23169,0,0,2.0801,3.8483,1.8453,1.5452,2.4499,1.0518,0,0,3.4015,2.3085
Gm38120,1.5794,1.3547,1.5558,0.9749,1.1576,1.0066,0.3547,0.736,0.8652,1.4257,1.4225,1.2254
Gm38380,2.4461,1.9402,1.71,1.2463,1.7468,1.0008,1.2206,0.7337,1.1249,2.1028,3.1069,1.8402
Gm29570,0.1682,0.1489,0,0.6329,0.607,0.2541,0.2015,0.346,0.6553,0.5206,0.3729,0.5695
Gm7593,2.3125,1.4175,2.1706,2.0078,1.9255,1.8811,2.1304,1.8292,3.4646,3.4866,0.9859,0.803
Tram1,101.9512,154.8077,148.7598,173.3182,159.6471,96.2735,105.6511,104.2795,128.8967,99.8272,161.4458,164.2727
Lactb2,27.4982,41.8738,40.6407,33.0858,32.5448,69.7783,64.4208,59.7531,78.9026,31.1104,38.5748,35.7306
Gm38319,2.7147,4.086,2.9444,1.7023,2.1223,4.9212,4.2264,3.9082,4.4648,3.3605,3.8116,3.1655
Xkr9,0,0,0,0,0.0537,0.0899,0,0.0612,0,0,0,0
Gm26273,0,0,0,0,0,0,0,0,0,0,0,0
Gm5523,2.1832,3.0521,2.6873,4.3231,3.2131,1.9094,3.0274,3.0721,7.1614,2.4892,4.5853,2.2043
Gm36947,0,0,0,0,0,0,0,0,0,0,0.0565,0
Gm25491,0,0,0,0,0,0,0,0,0,0,0,0
Gm37400,0,0.0281,0,0.1196,0,0,0,0,0,0,0,0
Eya1,4.9151,2.0525,1.7754,2.7325,2.422,1.2634,1.2475,1.1768,1.124,3.4509,4.4888,3.6094
Gm22616,0,0,0,0,0,0,0,0,0,2.3636,0,0
Gm37444,0,0.4621,0,0,0.4708,0,0,0,0,0,0.8678,0.2945
Gm9947,0.0643,1.0524,0.8493,0.4835,0.5216,0.825,0.3463,0.3964,0.5006,0.1657,0.0712,0.2175
Msc,0.8099,10.1191,6.1309,3.9783,3.1659,14.6145,11.2622,11.7063,8.4131,1.7174,0.6484,1.6756
Gm37412,0.0795,0.0939,0.1618,0.1995,0.0957,0.1202,0.0635,0.0545,0.1033,0.0273,0,0.1496
Smt3h2-ps4,0,0,0,0,0,0,0,0,0,0,0,0
Rpl5-ps1,3.7161,3.971,4.1696,10.3655,4.9704,5.8075,6.1385,9.0922,13.3108,3.5691,4.4034,5.4949
Trpa1,0.215,4.0924,5.0279,6.3191,6.2783,2.314,1.7379,2.0725,2.4425,0.6099,1.4001,2.0318
Gm26345,0,0,0,0,0,0,0,0,0,0,0,0
Gm10566,3.2205,4.5827,5.6139,7.1403,4.0464,1.7376,4.5456,4.6128,5.5258,3.7969,6.7574,4.6726
Kcnb2,0.2417,0.0268,0.023,0,0.0341,0,0.009,0,0,0.1169,0.201,0.0511
Gm38116,0,0,0,0,0,0,0,0,0,0,0.0828,0
Gm37138,0.1645,0,0,0,0,0,0,0,0,0,0,0
Gm25227,0,0,0,0,0,0,0,0,0,0,0,0
Gm25168,0,0,0,0,0,0,0,0,0,0,0,0
Gm6060,0,0.4041,0,0,0,0,0,0.4693,0,0,0,0
Gm28669,0,0,0,0,0,0,0,0,0,0,0,0
Terf1,42.2387,91.745,84.6611,81.0487,84.186,114.6989,110.9347,102.6178,112.7882,52.9339,60.2973,69.3791
Gm37509,0.5061,1.1202,1.1028,1.2241,0.5544,0.983,0.6927,0.7435,0.6102,0.4475,0.3606,0.4487
Sbspon,0.0417,0.0738,0.4239,0.3137,0.1128,0.126,0.2496,0.1715,0.1083,0.129,0.0924,0.2823
Gm23259,0,0,0,0,0,0,0,0,0,0,0,0
Gm7634,0,0,0,0,0,0.313,0,0.213,0,0.4274,0,0
4930444P10Rik,0.1111,0.1475,0.2259,0.3134,0.4007,0,0.0665,0.0571,0,0.0573,0.0616,0.188
Rpl7,1044.5905,1142.6089,1115.7182,1296.8869,1271.8561,1251.6269,1260.1277,1284.9649,1206.8741,1053.3552,1073.9395,1075.9672
Rdh10,8.8398,7.8511,7.9245,7.0454,6.9803,4.4098,4.749,3.7097,4.9345,7.2441,9.0662,7.7379
Gm38249,0,0,0,0,0,0,0,0,0,0,0,0
Gm28095,0,0,0.1538,0,0.0682,0,0.0906,0,0,0.156,0.2515,0
Stau2,12.327,13.6954,14.3991,12.9042,14.9485,5.5405,5.1852,4.819,6.3053,10.7721,13.1562,12.5884
Gm7568,0.3426,0.1011,0.2323,0.4297,0,0,0,0,0,0,0.1266,0
Ube2w,10.8285,15.4511,15.0985,16.2613,17.0832,14.5681,16.7806,15.7231,18.2542,11.2904,17.3353,16.284
Gm38342,1.0764,0.7829,0.8209,0.4339,0.8322,0.2323,0.3683,0.593,0.1497,1.0311,1.6193,1.5183
Eloc,33.5046,72.3352,70.9476,74.9927,78.5448,71.4326,75.4888,70.4251,78.6019,39.3667,66.1378,71.9006
D030040B21Rik,0.1233,0.3274,0.2925,0.1546,0.2224,0.0621,0.1968,0.0423,0,0.1696,0.2277,0.1855
Gm7654,0,0.297,0.1706,0,0.1513,0,0,0,0,0,0.1859,0
Tmem70,44.313,42.8013,38.6586,42.8644,37.758,50.3022,48.0181,51.5875,63.3408,41.8169,54.0746,48.656
Ly96,0.561,1.7882,1.255,1.4775,1.7206,1.5255,1.2094,0.3461,0.8741,1.1575,1.1194,1.1396
Gm29649,0,0,0,0,0,0,0,0.2812,0,0,0,0
Gm5828,3.0795,2.6721,3.2567,2.0855,2.6112,2.9774,2.8767,2.1534,2.959,2.8591,2.6627,2.0851
Gm28376,0,1.1526,0,0,0,0,0,0,0,0,0.7215,0.7345
4921511E07Rik,0.1385,0,0.2817,0.2606,0.125,0,0,0,0,0,0.1536,0
Jph1,17.42,31.1109,31.1614,36.9525,35.1488,4.9862,5.1606,4.1248,3.869,23.7869,26.729,34.3494
Gm28783,0,0,0,0,0.2878,0.4821,0,0,0,0.3292,0,0
Gdap1,0.1037,0.2493,0.1657,0.223,0.2272,0.0895,0.0532,0,0.077,0.0917,0.23,0.2843
Gm28784,0,0,0,0,0,0,0,0,0,0,0,0
Gm28785,0,0,0.9221,0.5686,0.2727,0.4566,0,0,0,0,0,0
Gm5251,1.9417,5.5873,3.2084,2.7395,2.1894,5.4999,7.2667,8.985,5.6726,1.7526,0.5381,1.0956
Rbm6-ps1,0.1597,0.6361,0.2435,0.5256,0.18,0.5427,0.3346,0.6157,0.4146,0.3706,0.3097,0.4955
Gm6075,0,0,0,0.4434,0,1.0683,0.2823,0.2424,0,0,0.2613,0
Gm25166,0,0,0,0,0,0,0,0,0,0,0,0
Pi15,0.0331,0.1465,0.2524,0.1556,0.0299,0,0.0991,0.0851,0.1719,0.1195,0.0734,0.1494
Gm28154,0.0272,0.024,0.0276,0.1022,0.0735,0.041,0,0,0,0.0841,0.2408,0.0919
Gm16070,0.151,0.474,0.3211,0.6714,0.7058,0.1244,0.0164,0.0282,0.1069,0.2407,0.4717,0.6506
Crispld1,8.982,9.3904,9.1849,11.9328,12.1762,1.0733,1.1851,1.148,1.186,6.8839,10.069,11.0808
Gm28153,1.2749,0.645,2.0372,1.0279,2.4643,0.2751,0.2181,0.3746,0,0.3758,0.8076,1.6442
Gm7690,0,0.0725,0,0,0.0739,0,0,0,0.1063,0,0.1815,0.0924
Gm18775,0,0.3462,0,0.3678,0,0,0,0,0,0,0,0.2206
Gm17969,0.0896,0.2777,0.2278,0.2528,0.3233,0.1354,0.0537,0.0461,0.0582,0,0.298,0.0506
Gm28756,0.0892,0.4736,0.136,0.5031,0.2815,0,0.1068,0,0,0.138,0.3953,0.4024
Gm28755,0,0,0,0,0,0,0,0,0,0,0,0
Gm45784,0,0,0,1.5176,0,0,0,0,0,0,0,0
Crisp4,0,0,0,0,0,0,0,0,0,0,0,0
Defb44-ps,0,0,0,0,0,0,0,0,0,0,0,0
Defb18,0,0,0,0,0,0,0,0,0,0,0,0
Defb41,0,0,0,0,0,0,0,0,0,0,0,0
Gm17837,0,0.103,0.473,0.2188,0.2098,0,0.2786,0.1196,0,0,0,0.3937
Gm5252,0,0.1116,0.2563,0,0,0,0,0,0,0.13,0,0
Gm24075,0,0,0,0,0,0,0,0,0,0,0,0
Gm28343,0,0,0,0,0,0,0,0,0,0,0,0
Gm28344,0,0,0.4175,0,0,0,0.4917,0,0,0,0,0
Gm15825,0,0,0.3807,0.2348,0,0.377,0.7472,0.2567,0,0,0,0
Tfap2d,0,0.0519,0,0,0,0,0,0,0,0,0,0
Gm10075,0.6306,0.5583,0.6412,0.3954,0.7584,1.2702,1.2587,0.2162,0.2729,1.0842,0,0.7116
Tfap2b,0.0542,0.016,0,0.034,0.0326,0,0.0216,0,0,0.1492,0.8415,0.8975
Gm28340,0,0,0,0,0,0,0,0,0,0,0,0
Gm28341,0,0,0,0,0,0,0,0,0,0,0,0
Gm4849,0.408,0.4516,0.5186,0.4798,0.5521,0.3082,0.5498,0.577,1.5895,0.7366,0.3392,0.4029
Gm24633,0,0,0,0,0,0,0,0,0,0,0,0
Gm38382,0,0,0,0,0,0,0,0,0,0,0,0
Pkhd1,0.016,0.1418,0.0895,0.1506,0.1155,0.2903,0.1822,0.1153,0.2079,0.0248,0.0089,0.0542
Gm37315,0,0.0292,0,0.0619,0.0297,0,0,0.0339,0.0428,0,0.0365,0
4930486I03Rik,0,0,0,0,0,0,0.1741,0,0,0,0,0.1641
Gm15795,0.6215,0.5503,0.2106,0,0.7475,0,0,0.213,0,0.2137,0,0
Gm24162,0,0,0,0,0,0,0,0,0,0,0,0
Gm28653,0,0,0,0,0,0,0,0,0,0,0.0229,0
Mir206,0,0,0,0,0,0,0,0,0,0,0,0
Mir133b,0,0,0,0,0,0,0,0,0,0,0,0
Il17a,0,0,0,0,0,0,0,0,0,0,0,0
Il17f,0.2833,0.6521,0.2881,0.4263,0.1533,0.5991,0.7464,0.4078,0.8092,0.1753,0.1884,0.2557
Mcm3,244.9649,330.405,318.5723,342.4435,309.8751,346.3093,347.155,355.6395,360.6522,276.6413,291.9506,314.5412
Gm20587,0,0.0855,0.0982,0.1817,0,0,0,0,0,0.1993,0.2141,0
Gm28065,0,0,0,0,0,0,0,0,0,0,0,0
Gm24723,0,0,0,0,0,0,0,0,0,0,0,0
6720483E21Rik,0.4091,0.3623,0.728,0.7697,0.0923,0.4636,0.3675,0.5259,0.5312,0.7386,0.3401,0.9234
Paqr8,4.4463,8.0582,8.7663,12.3303,11.2037,3.7526,3.9498,3.8853,3.9572,4.5652,6.7335,9.658
Gm24171,0,0.7743,0,1.6451,1.5777,0,0,0,0,0,0.9694,0
Gm28064,0,0.3547,0.1358,0.7535,0.2409,0,0.1599,0.1373,0,0,0.148,0
Efhc1,1.8159,1.7456,2.0575,2.0497,1.404,2.4298,2.4854,2.1875,2.4253,1.9268,3.1057,2.4005
Tram2,13.7416,12.2124,11.6296,12.8767,10.9528,9.3533,9.4951,9.9216,12.2599,13.2531,16.586,14.9246
Gm28287,0.6294,0,0,0,2.0819,0.317,0.2513,0,0.5449,0.4329,1.8606,1.1838
Gm2693,0.4013,0.3553,0.204,0.3774,0.181,0.6062,0.7208,1.0316,0.521,0.207,0.6672,0.4528
Tmem14a,2.7983,5.5558,6.4668,6.5402,6.1957,6.9174,5.3822,6.5398,7.5971,3.7614,5.0758,6.2198
Gm38224,0.1091,0.0483,0,0,0.1476,0.0824,0.2613,0.2244,0.2125,0.1126,0.0605,0
Gsta3,0.3692,1.3309,1.2603,2.3813,1.8555,5.1791,5.4322,7.1322,5.0336,0.8161,0.3508,1.4582
Gm28836,0,0.4807,0.7361,0.6809,0.1633,3.5542,2.6008,5.0248,2.1149,0.3734,0.6018,0.8169
Gm7094,0,0.2771,0,0,0.2823,0,0,0,0,0,0,0.3532
Gm4956,0,0,0,0.1579,0,0,0,0,0,0,0,0.0947
Gm21909,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1a,0.0577,0.3063,0.0586,0.1085,0.156,0,0,0,0,0.1784,0,0.0651
Gm16329,0.3088,0,0,0.5809,0,0,0,0,0,0,0,0
Gm16327,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1c,0.0589,0.0521,0.2394,0,0.0531,0,0,0,0,0.1822,0,0
Gm2709,0.3273,0,0,0,0,0,0,0,0,0,0,0
Gm16533,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1b,0,0,0.1042,0,0,0,0,0,0,0,0.0568,0
Gm16328,0.5845,0,0,0,0,0,0,0,0,0,0,0
Kcnq5,7.7773,0.7255,0.9241,0.5325,0.4301,0.5627,0.3569,0.2145,0.2321,3.5504,2.8076,0.6221
Gm36949,0.5908,0,0.0501,0.0926,0,0,0.059,0.0506,0,0.1524,0.1637,0
Gm7658,2.548,3.2487,2.6946,4.0264,3.4017,3.5413,3.7838,3.8779,2.7791,3.3645,2.9374,3.9105
Gm38243,1.2428,0.1295,0.1487,0.1375,0.1978,0,0.2627,0.0752,0,0.4525,0.1621,0.165
Gm5696,0,0,0,0,0,0,0,0,0,0,0,0
Gm28239,0,0,0,0,0,0,0,0,0,0,0,0
Rims1,1.1865,9.5841,7.5067,4.023,4.0035,5.7311,5.2099,5.076,4.0321,2.2212,1.7211,2.8596
Gm26866,0,0,0,0,0,0,0,0,0,0,0.1583,0.1612
Gm7761,0,0,0,0,0,0,0,0,0,0,0,0
Gm29506,0,0,0,0.1037,0,0,0,0,0,0,0,0
Ppp1r14bl,0,0,0,0,0,0,0,0,0,0,0,0
Gm24176,0,0,0,0,0,0,0,0,0,0,0,0
Gm6420,0.1584,0,0,0,0,0,0,0,0,0.1635,0.1756,0.1788
Mir30a,9.6811,5.7144,3.2814,3.0353,1.4555,2.4375,1.9323,1.6592,2.0951,1.6645,5.3657,7.2831
Gm27028,1.4356,1.7795,2.3356,0.5401,1.295,1.3012,1.7192,0.2952,2.9824,2.3695,2.8644,2.592
Mir30c-2,0,0,0,0,0,0,0,0,0,0,0,0
Gm29107,0,0,1.0071,1.2421,0.5956,0,0.3954,0,0,0,0.7319,0
Gm20954,0,0,0,0,0,0,0,0,0,0.1835,0,0
Ogfrl1,8.208,10.1318,10.1993,11.9859,10.2968,8.0673,6.3446,6.9877,8.7683,8.0884,11.7451,11.9089
Gm7784,0.3475,0.4102,0.3534,0.2179,0.8359,0.6999,0.2774,0.4765,1.0528,0.5975,0.642,0.1307
Gm28822,0,0,0,0,0,0,0,0,0,0,0,0
B3gat2,1.4221,1.7333,1.5023,1.4939,1.5493,0.9207,0.9732,0.9306,1.0072,1.3336,1.9244,1.5214
Smap1,50.0856,37.4795,35.1256,33.5165,32.779,25.0275,25.1364,23.1323,32.7455,46.3456,50.7952,39.4156
Sdhaf4,16.6465,29.4774,27.9891,22.9314,23.5288,23.3654,31.2377,25.6094,26.2097,19.2006,24.4096,24.4056
Gm26524,0,0,0,0,0.265,0,0,0,0,0.9091,0.9768,0.3315
Fam135a,29.8004,30.0519,28.354,29.8321,28.1709,19.4592,19.9094,17.0499,23.251,29.2519,46.6913,37.4872
Gm37580,0.6137,0.6158,0.624,0.8466,0.9965,0.1236,0.098,0.2104,0.3187,0.5487,0.4082,0.554
Gm26607,0,0,0,0.2486,0,0,0,0,0,0,0,0
Col9a1,2.8708,0.1601,0.1609,0.1701,0.1223,0.0341,0.1083,0.093,0.0294,2.4018,2.1048,0.2806
Col19a1,0.4658,0.0147,0.0507,0,0.015,0,0,0.0171,0.0432,0.6006,0.4794,0.1314
Gm26418,0,0,0,0,0,0,0,0,0,0,0,0
Tubb4b-ps2,0.1714,0.0759,0.2614,0,0.1546,0.1294,0.2052,0.2643,0.445,0.5303,0.3799,0.4835
Gm28439,0,0,0,0,0,0,0,0.1345,0,0,0,0
Gm10222,0.7793,6.9,2.3773,10.2622,5.9753,2.9432,1.8666,1.6028,3.5416,0,5.6151,6.156
Gm28438,18.2631,132.8882,115.8127,187.3967,159.3496,192.1243,258.0849,253.3627,259.9869,16.7847,81.3459,82.4367
Gm28437,0,0.1295,0,0,0,0,0.3504,0.1505,0.3799,0,0,0.1651
Gm10925,0,0.4488,0.1718,0,0,0,0,0,0,0.1743,0,0.3813
Gm28661,0,0.4468,0.1711,0.3165,0.1517,0.2541,0,0,0.6553,0,0.1865,0
Gm29216,0.4657,0.2062,0.7103,0.876,0.6301,0,1.3943,0.4789,1.814,0.2402,1.0324,0.7883
Lmbrd1,20.8744,15.2315,15.7923,14.8251,14.3216,6.4172,6.4684,5.2774,6.8634,17.4689,21.9885,19.1311
Gm28594,0,0,0,0,0,0,0,0,0,0,0,0
Gm28237,0,0,0,0,0,0,0,0,0,0,0,0
Gm9443,0,0.2486,0,0,0.2533,0,0,0,0,0,0,0
Gm29414,0,0,0,0,0,0,0,0,0,0,0,0
Adgrb3,0.1543,0.5684,0.408,0.4064,0.4176,0.1119,0.0517,0.0952,0.1523,0.2802,0.5816,0.606
Gm15702,0,0,0,0,0.2327,0,0,0,0,0,0,0
Gm20172,0,0.1962,0.1502,0,0,0.1116,0,0.076,0,0,0.1637,0.1667
Gm22260,0,0.9479,0,0,0,0,0,0,0,0,0,1.2082
Gm37543,0,0,0.113,0,0,0,0,0.1143,0,0,0,0.1254
Gm37331,0.0339,0.1803,0,0.1277,0.0306,0,0,0,0.0441,0.035,0.1505,0.2298
Gm37211,0,0,0.0339,0.0628,0.0602,0,0.04,0,0,0.1033,0,0.1506
Gm37862,0,0.0801,0.046,0.0851,0,0.0683,0,0,0,0,0,0.051
Gm38286,0.0738,0.196,0.075,0,0.0666,0,0.0442,0.0379,0.0479,0,0.0409,0.1665
Gm37880,0,0.0623,0,0,0.0952,0,0,0,0,0.0726,0.078,0.0397
Gm25294,0,0,0,0,0,0,0,0,0,0,0,0
Gm37011,0,0.2765,0.0794,0,0.1056,0,0.0467,0,0,0.0805,0.1298,0.0881
Gm29214,0,0.5338,0.8175,0.3781,0,0,0,0.2067,0,0.2073,0,0
Gm37051,0,0.2757,0.1187,0.1465,0,0.1176,0.0932,0.0801,0,0.0402,0,0.0439
Gm38260,0,0.1269,0.2333,0.0539,0.2587,0.0866,0.0343,0.059,0,0.0592,0.0954,0.2265
Gm37628,0,0.317,0.1071,0,0.152,0.0954,0.0757,0.0217,0.082,0.0217,0.1167,0.2852
8030445P17Rik,0,0.259,0.085,0.3931,0.1508,0.0631,0,0,0,0.1293,0.2316,0.1415
Gm38198,0,0.2832,0.2602,0.4213,0.1443,0,0.1149,0.0658,0,0.099,0.2128,0.1444
Gm37077,0.0621,0.1374,0.1894,0.4087,0.084,0.1407,0.1115,0.0957,0.0403,0.064,0.2408,0.1051
Gm37895,0.0252,0.4013,0.3584,0.6631,0.318,0.1902,0.1508,0,0.0327,0.1558,0.2233,0.2273
Gm36952,0.0632,0.8674,0.6748,0.1783,0.2851,0.191,0.0378,0.1625,0.041,0.0978,0.3853,0.6419
Gm37602,0,0.7048,0.6687,0.1953,0.6556,0.1569,0.1658,0.1068,0.0449,0.1428,0.4604,0.5077
2900022M07Rik,0.2253,0.4987,0.5727,0.8476,0.5081,0.5105,0,0.5792,0.1463,0.2324,0,0.5085
2900002M20Rik,0.6943,3.381,1.059,1.3061,1.5657,0.5244,0,0.357,0,0,0.7696,3.9174
Gm9884,0,0,0.286,0.3527,0.1691,0,0,0,0,0.0967,0.3118,0.1058
Gm18443,0,0,0,0,0,0,0,0,0,0,0,0
Gm19123,0,0,0,0,0,0,0,0,0,0,0,0
Gm24064,0,0,0,0,0,0,0,0,0,0,0,0
4931408C20Rik,0,0,0,0,0,0,0,0.0273,0,0.0274,0,0
Gm19641,0,0.2432,0.2793,0,0,0,0,0,0,0,0,0
Gm5524,0,0,0,0,0,0,0,0,0.1486,0,0,0
Gm18776,0,0,0,0,0,0,0,0,0,0,0,0
Gm19028,0.367,0.2166,0.4354,0.1151,0.2207,0.0924,0.293,0.3774,0.7148,0.2524,0.5424,0.2761
Gm38089,0,0,0,0,0,0,0,0,0,0,0,0
Gm7846,0.8362,5.9229,4.2514,2.3596,3.7714,3.7897,5.0071,3.4395,7.6003,2.1565,5.5615,4.2463
Gm597,0,0,0,0,0,0,0,0.0408,0,0,0.044,0
Gm5697,0.0462,0.0817,0.0939,0.1737,0.1665,0.2789,0.0553,0,0.4195,0.0476,0.1535,0.1042
Gm6462,0,0,0,0,0,0,0,0,0,0,0,0
Gm18033,0,0,0,0,0,0,0,0,0,0,0,0
Gm25586,0,0,0,0,0,0,0,0,0,0,0,0
Gm22679,0,0,0,0,0,0,0,0,0,0,0,0
Gm23785,0,0,0,0,0,0,0,0,0,0,0,0
Mir6342,0,0,0,0,0,0,0,0,0,0,0,0
Gm5525,3.2307,2.7058,2.93,3.1209,4.4108,4.221,2.7188,3.8609,4.9885,1.9816,3.0973,3.0545
AC125120.1,0,0,0,0,0,0,0,0,0,0,0,0
Gm7858,0.5525,0.3261,0.5618,0,0.1661,0.5565,0,0.1894,0,0.19,0.2042,0
Gm23771,0,0,0,0,0,0,0,0,0,0,0,0
