,MD-R-EB-1,MD-R-EB-2,MD-R-EB-3,MD-R-EB-4,MD-R-EB-5,MD-R-EB-6,MD-R-EB-7,MD-R-EB-8,MD-R-EB-9,MD-R-EB-10,MD-R-EB-11,MD-R-EB-12
Gm38408,0,0,0,0,0,0,0,0,0,0,0,0
Gm47909,0,0,0,0,0,0,0,0,0,0,0,0
Gm32123,0,0,0,0,0.0522,0,0,0,0,0,0,0
Gm32224,0,0,0,0,0,0,0,0,0,0,0,0
4930572O13Rik,0,0,0,0,0,0,0,0,0,0,0,0
Zmiz1os1,2.6653,0.5244,0.2258,0.4178,0.935,0.0373,0.0296,0.0761,0,1.833,1.4225,1.2811
Gm26660,0.9196,0.7672,0.6474,0.5323,0.6859,0.2672,0.233,0.2364,0.0689,0.9304,1.1566,1.0377
Gm17747,0.1878,0,0.3819,0,0,0,0,0,0,0,0.6245,0.2119
Zmiz1,65.4258,22.2575,21.7479,24.2989,26.183,10.4752,10.32,17.2336,21.7962,62.8025,53.6832,48.6113
Gm47920,6.5972,1.718,1.6573,2.3361,1.6803,0.3518,0,0.0798,0,6.5654,6.4526,4.4668
Gm47921,3.1434,0.9277,1.4206,0.657,0.6301,0,0,0.3592,0,0.7206,2.7101,2.3648
Mir3075,2.6955,0,0,0,2.4315,0,0,0,0,0,2.988,3.0418
Ppif,19.2143,39.5143,39.0988,38.6236,46.1168,25.9388,26.302,28.0495,34.6215,24.9055,22.734,28.1157
Ppifos,0.2965,0.2625,0.201,0.1859,0.4458,0,0.3551,0.3049,0.1283,0.6118,0.1096,0.4462
1700054O19Rik,0.3959,0.4674,0,0,0.2381,0.1994,0,0,0.3427,0.6807,0,0.1489
Zcchc24,41.6053,9.3039,7.7965,10.877,11.8372,3.7597,5.1181,5.9975,9.1397,24.6626,21.0393,11.2623
Gm27185,0,0.4106,0.4716,0.8725,0,0,0,0,0,0,0,0
Gm23701,0,0,0,0,0,0,0,0,0,0,0,0
Anxa11,9.9183,35.0038,29.777,32.7298,40.2854,23.6051,24.2538,24.6718,29.39,13.404,11.3015,24.6046
Anxa11os,0.3697,1.1456,1.5037,1.2171,2.0009,1.2566,0.9962,0.5702,0.84,0.5244,0.5123,1.1473
Plac9a,0,0,0,0,0,0,0,0,0,0,0,0
Tmem254a,0,0,0,0,0,0,0,0,0,0,0,0
Cphx1,0,0,0,0,0,0,0,0,0,0,0,0
Gm19013,0,0,0,0,0,0,0,0,0,0,0,0
Duxbl1,0.3115,0.9123,0.804,0.8114,1.3617,0.181,0.2009,0.1478,0.1556,0.3461,0.425,1.2168
Gm2260,0,0,0,0,0.1573,0,0,0,0,0,0,0
Gm9780,0,0,0,0,0,0,0,0,0,0,0,0
Tmem254c,0,0,0,0,0,0,0,0,0,0,0,0
Gm19014,0,0,0,0,0,0,0,0,0,0,0,0
Cphx2,0,0,0,0,0,0,0,0,0,0,0,0
Cphx3,0,0,0,0,0,0,0,0,0,0,0,0
Duxbl2,0,0,0,0,0,0,0,0,0,0,0,0
Gm2274,0,0,0,0,0,0,0,0,0,0,0,0
Plac9b,0,0,0,0,0,0,0,0,0,0,0,0
Tmem254b,0,0,0,0,0,0,0,0,0,0,0,0
Gm19015,0,0,0,0,0,0,0,0,0,0,0,0
Duxbl3,0,0,0,0,0,0,0,0,0,0,0,0
Gm18578,0,0.0459,0,0,0,0,0,0,0,0,0,0.0585
Gm34059,0.1404,0.071,0.0816,0.1132,0.199,0.0606,0.1441,0.165,0.0781,0.2276,0.4225,0.2037
4933413J09Rik,0.5921,1.9711,1.3968,0.8465,0.9614,1.7532,1.9004,0.6819,1.1071,0.4886,0.5776,0.6147
Crb1-ps,0,0.2267,0.6508,0,0.2309,0.1934,0.1533,0.1316,0.1662,0.2641,0,0.1444
Slmapos2,0.4177,1.2945,0.6902,1.0805,0.2826,0.7099,0.938,0.1611,0.4068,0.2693,0.3473,0.6481
Slmap,60.6222,69.9835,65.8083,71.8711,79.3059,47.4879,47.1851,44.1141,63.6439,58.913,63.9828,66.8208
Gm24031,7.8705,3.0971,0,0,3.1553,0,1.0473,1.7985,3.4065,1.8042,0.9694,1.9737
Gm2178,1.2836,0.5682,0.6526,1.2073,3.1841,0.4848,1.9215,1.9799,2.0833,0.9931,2.49,1.4485
Gm18215,0,0,0,0,0,0,0,0,0,0,0,0
Gm7565,0,0.1628,0.187,0.3459,0,0,0,0,0,0.1897,0.2038,0
Dennd6a,42.1547,38.1746,38.3686,44.6614,45.5191,30.8247,32.609,31.0358,47.5147,37.6079,57.6416,50.669
Arf4os,1.2144,1.4336,1.2349,1.9038,1.6432,1.2231,0.7272,0.8325,1.5768,1.4616,1.1218,1.3704
Arf4,99.0112,123.1632,117.3932,133.3231,147.4203,109.7551,112.2155,112.4086,154.8176,99.3837,134.319,131.3568
Pde12,14.014,21.5334,19.8143,22.8478,24.7743,26.3682,23.958,24.7654,33.3313,13.0799,15.8632,18.0066
Mir7672,0,0,0,0,0,0,0,0,0,0,0,0
9930004E17Rik,0.6901,1.2221,0.4678,1.2982,0.83,0.3475,0.2755,0.9462,0.2987,0.7119,0.765,0.5192
Dnah12,0.0477,0.2618,0.1358,0.1615,0.1463,0.4035,0.1599,0.1766,0.3468,0.1771,0.1057,0.183
Asb14,0.809,1.0346,0.7312,2.1136,0.8919,1.0184,1.5609,1.063,1.1088,0.5564,0.8469,0.9129
Appl1,32.8213,40.3092,38.1569,46.1464,49.7073,42.7942,42.7051,45.546,61.5535,36.8129,54.6315,48.3357
Gm41115,3.7195,2.9639,3.0257,1.3994,4.6972,2.2476,1.3363,1.5299,2.8977,1.9185,4.123,3.3578
Hesx1,0.3672,3.0071,1.5868,1.2088,1.242,4.2988,5.7164,5.6636,5.2443,0.7576,1.221,2.7968
Il17rd,71.2384,81.6705,71.4728,76.1972,85.5863,22.5131,21.4316,21.9521,23.2771,84.1394,98.7466,96.6656
Arhgef3,5.7444,12.5695,10.6787,15.2335,17.3485,10.8952,9.7282,10.3829,12.1575,4.9861,5.1895,10.2518
Gm7591,0.1343,0,0.9559,0.7579,0.3634,0.2029,0.6434,0.2762,0,0.1385,0,0.1516
Gm49616,0,0.1251,0.0958,0,0.0849,0,0.1692,0.0968,0,0,0.0522,0
Gm23633,0,0,0,1.811,0,0,0,0,1.25,0,0,0
Tasor,14.6446,41.9655,39.989,44.961,50.7398,72.4914,72.8812,67.1878,100.8614,15.0812,27.7981,33.4123
Ccdc66,20.8197,27.4032,24.0876,27.3204,28.6743,28.0766,24.9334,25.639,32.5388,24.2799,27.1594,26.2735
Gm22485,6.306,9.3055,12.8244,7.9085,11.3766,7.9386,8.8107,5.4038,13.6467,3.2526,6.9902,14.2322
Gm25697,0,0,0,0,0,0,0,0,1.5178,0,1.2958,0
Gm7604,0,0,0,0,0.1068,0.3576,0.4252,0,0,0,0.1312,0
Erc2,2.4024,4.5356,4.0474,4.0319,3.9941,4.5365,4.2591,4.8802,5.2142,3.2557,3.3548,4.8638
Gm18398,0.229,0.6082,0.5432,0.4307,0.2065,0.4612,0.3656,0.7063,0.3964,0.0787,0.5076,0.9474
Gm45645,0.0584,0.3617,0.1187,0.1098,0.3685,0.1763,0.0699,0.06,0.0758,0.0602,0.1294,0.0659
Gm20242,0.1235,0.2187,0,0.2324,0.2228,0,0.2219,0.127,0.2406,0.2548,0,0.0697
Wnt5a,39.5971,0.3241,0.4318,0.7162,0.4227,0.7964,1.2802,0.7981,0.9507,30.0619,21.3622,3.9164
Gm2670,10.0913,0,0.0831,0.0769,0.0369,0.0617,0.0979,0,0.1061,7.4599,3.8495,0.7838
Gm35164,0,0,0,0,0,0,0,0,0,0.0662,0,0.0725
Gm18079,0,0.1146,0,0,0.2335,0,0,0,0,0,0,0
Gm35217,0,0,0,0,0,0,0,0,0,0,0.2109,0
Cacna2d3,0.6043,0.128,0.1336,0.0989,0.1778,0.1786,0.1416,0.1081,0.0853,0.3524,0.4514,0.252
Lrtm1,0.0866,0.0128,0,0,0.013,0,0.0173,0,0.0187,0.0149,0.032,0
Gm48004,0,0,0,0,0,0,0,0,0,0,0,0
Gm6043,0,0,0.2368,0,0.21,0.7035,0,0.2394,0,0,0.2581,0.5255
Gm48006,0.1948,0.1725,0,0,0,0,0,0,0,0,0,0
Gm48005,0,0,0,0,0,0,0,0,0,0,0,0
Gm48003,0.2017,0,0,0,0,0.1523,0,0.1037,0,0,0,0
Gm48058,0,0,0,0,0,0,0,0,0,0,0,0.452
Gm41118,0,0,0,0,0,0.0505,0,0.0344,0,0,0,0
Gm35281,0,0,0,0.2283,0,0.7333,0.872,0.3744,0.9454,0,0,0
Gm7633,0.0324,0,0,0,0,0.0489,0.155,0.1663,0.126,0,0,0
Gm47414,0.9587,0.9903,0.7582,0.8015,0.7206,1.2873,0.8292,1.2049,2.1438,1.3735,1.9482,1.4424
Selenok,21.5669,33.8995,28.583,39.6595,38.3622,17.6632,15.4534,13.0201,15.7323,16.3112,32.7711,31.7208
Actr8,21.096,20.6936,19.3306,20.2852,22.7574,19.8823,18.2287,18.8689,21.2498,21.605,25.1467,22.328
Mir6947,3.5249,1.5605,5.3764,3.3155,4.7694,2.6625,2.1107,0,2.2884,9.0906,1.9537,1.9889
Il17rb,3.4303,3.6118,2.4511,3.1974,3.2894,1.634,1.5174,1.6207,1.4847,2.9967,2.6377,2.5109
Chdh,1.9348,5.5145,3.8223,1.1786,1.9447,0.9186,0.6841,0.1516,0.4067,1.6348,1.1234,1.3932
Gm18760,0,1.0677,0.5255,0,0,0.2602,0.6189,0,0.2237,0,0,0.5832
Cacna1d,2.5578,0.4676,0.5754,0.511,0.456,0.2052,0.1084,0.1086,0.147,2.2105,1.3717,1.1409
Gm50467,0.1637,0,0,0.3079,0,0,0,0,0,0.1688,0.1814,0
Gm47570,0,0,0,0,0,0,0,0,0,0,0.2635,0
Gm18072,0,0,0,0,0,0,0,0,0,0,0,0
Gm47576,0,0.2254,0,0,0,0,0,0.2618,0,0,0,0
Gm7621,0,0,0,0,0,0,0,0,0.1651,0,0,0
Gm18681,0,0,0,0,0,0,0,0.1919,0,0,0,0
Dcp1a,32.2937,33.769,31.8467,35.2456,34.0148,31.4162,32.3066,29.8015,43.1787,33.6872,33.8223,34.8872
Tkt,276.6398,204.8186,193.9196,209.9391,226.0922,176.8036,176.1426,185.3302,199.4911,278.8393,259.2247,226.6677
Mir3076,13.3652,3.381,1.9415,3.5918,0,5.7687,9.1463,3.9268,0,5.9089,4.2329,8.6184
Prkcd,44.6128,19.2103,18.4481,22.7012,20.6526,13.7351,12.6207,14.9804,20.0156,35.0868,34.6789,27.562
Gm7644,0.2098,0.1858,0.32,0,0.3785,0.4754,0.3769,0.2158,0.2724,0,0,0.4735
Rft1,9.7855,8.3147,7.6767,8.264,8.9456,10.3321,10.4274,11.1176,12.8426,11.5872,11.4595,10.4192
Sfmbt1,11.9639,21.8667,20.9185,20.5101,22.1583,13.8057,13.1842,12.7801,19.4784,13.5049,15.188,19.9519
1700087M22Rik,3.8554,5.8517,1.1201,2.0722,2.9809,3.3281,1.3192,1.6991,1.4303,3.9771,0.6105,2.4861
Gm15667,1.172,3.6318,2.8303,2.2047,3.0393,1.5492,1.9298,0.6026,2.0924,2.418,2.7606,2.645
Stimate,17.5437,14.9983,14.2873,15.1674,13.6931,10.5139,9.7816,11.2888,13.504,15.0093,17.1763,16.5373
Mustn1,2.3171,1.3951,1.131,0.6974,1.0869,0.4201,0,0.4766,0.6017,1.721,1.7466,1.1505
Itih4,0.0931,0.055,0.0316,0,0.056,0,0,0.0319,0,0.0641,0.0688,0.1051
Itih3,0.0315,0,0,0.0592,0.0284,0,0.0377,0,0.0409,0.0975,0.1396,0.0355
Itih1,0,0,0,0,0.0314,0,0,0.0358,0,0,0,0
Nek4,11.8133,12.7357,11.2541,12.7921,13.1491,16.3508,16.395,16.6818,23,13.5656,16.4435,13.8821
Spcs1,71.8033,59.2441,55.9082,67.1889,72.3898,46.5679,40.4662,44.5763,57.9216,61.7645,80.7433,70.6585
Glt8d1,22.4579,11.7234,11.8202,12.0337,14.4257,12.3134,11.7795,12.2366,15.2723,17.8101,23.217,19.1333
Gnl3,131.1582,204.7058,189.176,211.1615,236.2825,203.6412,195.7064,200.6385,259.9506,149.3061,166.3686,179.0918
Snord69,0,0,0,0,0,0,0,0,0,0,0,0
Gm24916,0,0,0,0,0,0,0,0,0,0,0,0
Snord19,0,0,0,0,0,0,0,0,0,0,0,0
Pbrm1,122.1481,132.0565,131.8029,144.0525,152.0509,101.165,99.988,100.3313,136.6753,115.1321,147.2866,146.345
Gm49094,7.5761,3.6588,5.1357,6.91,4.7631,3.4682,1.9246,1.8886,3.279,6.3944,7.3801,4.9223
Gm5459,1.1485,0.7626,1.0218,0.2701,1.036,0.6506,0.8596,0.8857,0.7456,0.2962,1.2731,0.972
Smim4,10.0884,11.7773,9.8023,9.2782,14.1558,11.8536,11.4553,12.5257,12.1289,10.0216,13.4195,12.3963
Nt5dc2,263.7559,195.268,197.9022,200.8249,221.8847,163.1648,149.5987,146.5855,201.0422,259.2166,252.5342,264.9121
Stab1,1.2249,0.5915,0.668,0.5237,0.7332,0.2355,0.32,0.3092,0.2747,0.7811,0.8393,0.9299
Nisch,200.344,122.4417,117.3353,116.8319,127.1636,88.9439,85.2191,85.1527,110.3049,162.8508,150.9558,145.4867
Tnnc1,20.909,0.682,0.5595,0.8281,0.7941,0.3325,1.0543,0.679,1.4289,12.0335,11.9547,1.7386
Sema3g,0.2523,0.2458,0.2566,0.6171,0.3642,0.2287,0.4231,0.4152,0.3276,0.2082,0.4755,0.2563
Phf7,9.8646,6.5841,6.9884,7.3412,7.7249,6.4522,5.8419,6.9335,9.9935,9.6842,9.3727,8.8565
Bap1,88.5252,82.4743,76.8293,79.2614,85.7027,78.2144,74.1648,80.1124,98.7422,92.811,90.5624,91.3103
Dnah1,1.9674,1.3531,1.7773,1.5201,1.7272,0.9288,1.0624,0.9303,1.2431,1.5584,1.5578,1.5462
Gm35823,0.3821,0.1504,0.2159,0.2396,0.2298,0.1924,0.0509,0.0437,0.1654,0.3504,0.1883,0.0479
Gm49217,0,0,0.2091,0,0,0.3107,0.2463,0,0,0.2122,0.456,0
Gm49791,0,0,0,0,0.2816,0,0,0,0,0,0,0.3523
Capn7,37.4687,48.3011,47.7851,52.6108,55.0782,41.7542,40.5278,38.602,59.3779,36.6726,45.2435,47.5112
Sh3bp5,12.5893,7.5898,6.5648,7.0846,9.0914,3.7387,2.3195,2.0285,2.6546,8.251,10.1384,8.9449
Gm49252,0.2878,0.5097,0.5854,0,0.5193,0,0,0.296,0,1.4846,0,0
Mettl6,22.8911,21.4191,20.6168,20.5999,24.0081,15.6721,14.4946,14.923,18.0947,22.227,22.7537,21.2291
Eaf1,54.713,60.5625,56.9072,58.4497,61.5132,59.2951,57.077,60.0819,75.8916,53.2555,56.4854,54.0415
Gm49270,0.8549,1.7662,2.3182,1.3402,2.8276,1.2915,0.6826,0.7326,0.555,1.1759,1.2636,0.6432
Colq,0.0301,0,0,0.0567,0.0272,0.0455,0,0,0.0782,0.0932,0,0.034
Gm24057,0,0,0,0,0,0,0,0,0,0,0,0
Gm49387,0,0,0,0,0,0,0,0,0,0,0,0
Hacl1,2.1545,2.0922,2.0494,2.5277,2.3405,1.6099,1.5814,1.477,1.8349,1.8402,2.5166,1.9607
Btd,16.3586,12.9751,10.0002,12.8223,14.9758,6.2517,5.9472,6.0078,7.9653,12.4557,12.4128,11.9222
Ankrd28,28.2629,37.4943,35.1949,36.2201,37.3039,51.3967,50.3335,49.084,71.0852,28.6823,33.2081,35.7508
Gm49308,0.9515,2.3869,3.0638,2.6849,2.9754,1.9644,2.6588,2.2504,4.2005,0.9161,2.3555,2.1474
Gm49309,2.0402,1.4232,1.1944,1.163,1.8403,1.1207,1.2587,0.9536,1.6055,1.6582,1.7818,1.4651
Gm22876,0,0.3404,0,0.7232,0.3468,1.7422,0.4604,0.7906,0.9983,0.3966,0,0.4338
D830044D21Rik,0.3822,0.2603,0.2391,0.1659,0.0796,0.3997,0.2816,0.3628,0.3817,0.2123,0.2281,0.2986
4930425P05Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm26045,0,0,0,0,0,0,0,0,0,0,0,0
Galnt15,0.0724,0.0802,0.0737,0.0341,0.0327,0.0821,0.0217,0.0559,0.0705,0.056,0.0401,0.0613
Gm49084,0,0,0,0,0,0,0,0,0,0,0,0
Dph3,19.3909,33.6312,28.4085,34.1378,34.091,31.4133,30.0591,32.8616,38.678,19.9705,25.242,28.8639
Oxnad1,11.3617,18.8256,18.3167,17.2145,19.0929,29.0422,28.5486,30.721,42.76,12.6924,12.0616,14.4917
Msmb,0.389,0.5166,0.5933,0.3659,0.8772,0.8815,0.4659,0.2,1.2627,0,0.8624,0.2195
Gm18909,0.3561,0.5255,0.4829,0.2233,0.3213,0,0.5687,1.2208,0.6166,0.9797,0.3948,0.4019
Ncoa4,14.0064,14.6757,12.9611,14.2443,14.411,17.2785,18.2828,17.0195,23.174,11.6853,12.7463,12.7136
Timm23,41.308,58.9499,51.3304,52.9716,58.0334,70.2521,67.4451,65.0359,70.4599,41.0249,42.0212,50.8128
Gm23946,2.9076,9.2677,2.9565,5.4697,4.721,3.514,6.2678,3.5879,3.7753,2.9994,1.2892,3.2811
Parg,62.5139,84.9991,82.9004,83.7334,88.0104,91.7129,86.453,81.8385,117.547,65.1227,72.5709,74.1691
Gm49196,1.7241,3.2227,2.5323,2.1623,0.6912,2.6046,2.0648,0.788,2.4874,1.581,2.7606,3.0265
Gm7707,0.5946,2.5445,2.1161,2.0507,2.6818,2.0959,1.7802,2.14,2.9595,1.5335,2.5266,3.3549
Gm17210,7.6177,7.7824,4.7668,8.2675,6.343,5.754,8.772,3.3142,4.5652,3.3247,9.7433,8.927
Gm46447,1.5118,2.4292,1.9358,2.4226,2.0203,1.7763,2.1458,1.2667,2.9081,1.9639,1.3655,1.706
Gm48914,1.25,3.3201,2.542,1.646,3.0443,2.1715,1.6466,2.3779,2.0288,2.5789,2.0091,2.4684
Ogdhl,65.4545,130.7002,123.3683,103.5968,111.6833,83.0683,88.2107,70.2617,86.1366,85.3002,74.5151,92.095
1700024G13Rik,0.1348,0.716,0.5482,1.7748,0.851,1.2216,0.4842,0.5544,0.35,0,0.2988,0.6084
Chat,0.0487,0.0647,0.0248,0.0458,0.0879,0,0.0583,0.0501,0.0316,0.1256,0.081,0.0275
Slc18a3,1.1869,1.4292,0.9655,0.9824,0.8565,0.1434,0.7391,0.9764,0.4932,1.5182,1.263,1.8751
Gm2990,0.7603,0.2244,0.4295,0.6357,0.3048,0.2553,0.2024,0.3475,0,0.9587,1.1238,0.572
Ercc6,11.8829,15.8566,14.3038,12.9964,13.4369,17.7358,17.4015,15.327,21.2167,12.7825,14.4963,14.3852
Gm49743,0,0.0364,0,0,0,0,0,0,0,0,0,0
Prrxl1,0.0275,0.0243,0.0279,0,0.0496,0,0,0.0282,0.107,0.0283,0.0304,0.031
3425401B19Rik,0.1645,0.0364,0.0209,0.0387,0.0556,0.0311,0.0739,0.148,0.267,0.2969,0.1823,0.0464
Gm28651,0,0,0.0412,0,0,0,0,0,0.0526,0.0836,0,0
Tmem273,0,0,0,0,0,0,0,0,0,0,0,0
Fam170b,0,0,0,0,0,0,0,0,0,0,0,0.048
Vstm4,0.7512,0.2217,0.2546,0.0785,0.2635,0,0,0,0,0.6458,0.2313,0.3297
Gm7734,0.4533,0.5016,0.8065,0.6395,0.6133,0,0.8142,0.6991,0.2943,0.2338,0.628,1.023
Wdfy4,0.0543,0.125,0.0442,0.2042,0.0686,0.0492,0.026,0.1675,0.1128,0.0112,0.0722,0.1225
Lrrc18,1.279,1.2618,1.4863,1.3061,0.9559,0.2208,0.175,0.0752,0.1898,1.0178,0.9317,1.6082
Gm49029,0,0,0,0,0,0,0,0,0,0,0,0
Gm25498,0,0,0,0,0,0,0,0,0,0,0,0
Gm6340,0,0.4353,0,0,0.4435,0,0,0,0.6384,1.0144,0.545,0
Arhgap22,2.0985,2.6692,2.6447,2.1684,2.4528,1.6074,1.345,1.7628,1.2281,3.3234,1.933,2.8683
Gm49030,0,0,0,0,0.1533,0,0,0.1748,0,0.1753,0,0.1918
Gm15512,0.203,0.4494,0.4129,0.4774,0.2289,0,0.1824,0.1044,0.2636,0.2618,0.3376,0.1718
Mapk8,16.0267,18.3822,17.3551,22.1457,22.9448,14.8806,14.1942,15.7497,22.9024,16.0373,27.486,24.1743
Gm49037,0,0,0,0,0,0.4507,0,0.3068,0.3874,0.6155,0,0
Gm46448,1.8432,0.5021,1.1533,0.8001,1.7905,0.6426,1.0188,1.1664,0.5523,1.4626,1.4145,0.8
Frmpd2,0.4804,0.1418,0.0362,0,0.0803,0,0.0213,0,0.0231,0.4222,1.2427,0.5422
Ptpn20,0.0343,0.0608,0.1396,0.1291,0.1548,0,0.3288,0.3176,0.1337,0.0354,0.038,0.0775
Gm26228,0,0,0,0,0,0,0,0,0,0,0,0
Gm49108,0,0,0,0,0,0,0,0,0,0,0,0
4930503F20Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gdf10,0.7696,0.0389,0.0447,0.0414,0,0,0.079,0,0.0286,1.0207,0.7556,0.3474
Gdf2,0.0767,0,0,0,0.0692,0,0,0.0394,0,0,0.085,0
Rbp3,0.0433,0,0,0.0407,0.0585,0.0327,0,0,0,0,0,0.0488
Zfp488,0,0.0236,0.0271,0,0.0481,0,0,0.0274,0.0346,0,0,0.0601
Gm30083,0,0.0397,0.0456,0,0,0,0,0,0,0,0.0497,0
Gm5460,0,0,0,0,0,0,0,0.0272,0,0,0,0
A630023A22Rik,0,0,0.0871,0,0.0772,0,0.1025,0,0,0.1766,0,0
Antxrl,0,0,0,0.0764,0,0,0.0486,0,0.0527,0.0419,0,0
Gm49129,0,0,0,0,0,0,0,0,0,0,0,0
Anxa8,0.4266,1.2949,0.9914,1.7195,0.9894,7.9167,9.7788,4.0103,6.6462,0.5657,0.6079,1.1002
Gm24998,0,0,0,0,0,0,0,0,0,0,0,0
Gm30556,0,0,0,0,0,0.4231,0,0,0,0,0,0
Gm7778,0,0,0,0,0.2808,0,0.3728,0,1.2126,0,0,0.3513
Npy4r,0,0.1958,0.3533,0.1783,0.2564,0.3817,0.3404,0.2274,0.3281,0,0,0.0713
Rpl23a-ps3,0.7344,0,0.2489,0,0.6624,0.7396,0.5863,0,0.3178,0.7576,0.5427,0.2762
Gm18884,0,0,0,0,0,0,0,0,0,0,0,0
Gprin2,0.6645,0.9838,1.0856,1.4755,1.3757,0.3291,0.4044,0.4593,0.4102,0.9552,1.1955,1.4629
Gm49168,0.3695,1.3088,0.3758,0.6952,0,1.1165,0,0,0.4798,0.3812,0.4096,0.834
Syt15,0.2662,0.55,0.5414,0.4173,0.4603,0.2346,0.3719,0.2281,0.2592,0.2288,0.2459,0.5007
Gm49201,1.9609,3.1069,2.6236,3.6888,3.7239,3.4301,3.4608,4.3513,6.9684,2.7681,4.2329,3.261
Shld2,9.5816,13.4071,12.9363,13.4715,14.4712,16.6203,17.6793,17.073,25.194,11.1224,13.1711,12.5506
Gm18813,0.3389,0.7502,0.3446,1.2752,1.0701,0.64,0.7103,1.1327,1.1002,0.5245,0.8453,0.4781
Gm49203,0.8301,1.225,0.8441,2.0822,0.9984,3.7622,1.3256,0.5691,2.8744,0,1.5337,1.8736
Gm49202,0.6799,1.2039,2.074,2.5579,0.3066,0,0.8142,0.6991,0,0.7014,0.3768,0.3836
Glud1,161.7162,326.6485,306.5764,321.4165,326.7039,297.1247,289.5426,258.7758,375.193,155.9053,170.1519,221.2121
Gm3219,3.0247,1.6738,2.6911,4.2674,2.0463,1.1423,2.7167,0.7776,1.4728,0.7801,1.2573,2.1333
Fam25c,3.931,22.1257,23.4118,24.8255,24.0614,95.863,71.6237,109.7189,80.9368,9.8482,3.4237,12.9909
Sncg,1.6135,4.2858,2.5977,2.2765,1.4555,3.8594,4.6698,7.1899,3.4918,2.4967,0.7452,1.0621
Mmrn2,3.4304,4.6963,4.0744,2.603,2.9384,4.8775,4.9713,4.6837,4.4542,2.6764,1.9173,2.3747
Bmpr1a,106.4421,97.8847,94.0378,102.3748,106.5104,62.1019,61.9979,59.3005,94.2942,98.826,143.5438,121.5001
Gm17110,7.949,2.346,2.0603,1.1728,1.9683,1.1773,0.7466,0.4808,1.2143,4.9844,4.6649,2.9901
9230112D13Rik,0,0,0,0.831,0,0.2224,0,0,0,0,0,0
Gm48953,0,0,0.2417,0,0,0,0,0,0,0,0,0
Ldb3,0.5066,0.4652,0.6869,1.0237,0.7786,1.5591,1.618,1.4665,1.8761,0.7937,0.7488,1.1011
Opn4,0,0.1028,0.0393,0,0.1047,0.0584,0.1853,0.1591,0.0502,0.0399,0,0.0437
Gm49012,0,0,0.1495,0,0,0,0,0,0,0,0,0
Gm49024,1.4923,2.1343,1.8675,0.8638,0.8284,2.0809,1.6496,1.5345,2.0867,1.3026,1.0179,1.684
Gm49025,1.1122,2.2978,2.2619,2.0923,1.0033,1.6802,1.776,1.525,1.4442,1.5298,0.8219,0.4184
5830448L01Rik,5.115,4.7631,4.4838,2.8203,3.898,4.5297,3.4853,3.2648,3.6643,3.5481,4.7902,5.3741
Wapl,145.573,274.1509,255.0318,248.2079,251.4397,344.2695,331.4587,288.1675,434.8592,159.7001,200.0593,208.5433
A930038B10Rik,0.1296,0.2295,0.1506,0.1741,0.0501,0.1678,0.2439,0.2475,0.1923,0.0764,0.0616,0.0627
Gm49032,0,0,0,0,0,0,0,0,0,0,0,0
Grid1,1.3066,0.9017,0.7034,0.3615,0.52,0.1742,0.1841,0.0988,0.2245,1.1893,0.8094,0.4987
Mir346,0,0,0,0,0,0,0,0,0,0,0,0
Gm49034,0,0,0,0,0,0,0,0,0,0,0,0
Gm19016,0,0.1243,0,0,0.1266,0,0,0,0,0,0.3112,0
Gm27617,0,0,0.6934,0,0,0,0,0,0,0,0,0
4930596D02Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm49039,0,0,0,0,0,0,0,0,0,0,0,0
Gm49040,0,0,0,0,0,0,0,0,0,0,0,0
Gm46474,0,0,0,0,0,0,0,0,0,0,0,0
Gm19129,0,0,0,0,0.1563,0.2618,0,0,0,0,0.1921,0
Gm7853,0,0,0,0,0,0,0,0,0,0,0,0
4930474N05Rik,0,0.0286,0,0,0,0,0,0,0,0,0,0
Gm48663,0,0,0,0,0,0,0,0,0,0,0,0
Gm24394,0,0,0,0,0,0,0,0,0,0,0,0
Gm17940,0,0,0,0,0,0,0,0,0,0,0,0
Gm25204,0,0,0,0,0,0,0,0,0,0,0,0
Ccser2,16.9177,25.1277,22.4288,25.5442,25.2208,21.3275,20.8114,23.3174,34.5971,15.635,20.6911,20.5447
Gm47885,0.1989,0.3522,0.4045,1.1224,0.5382,0,0.9527,1.2271,0.2582,1.0259,0.4409,0.2244
Rgr,0,0,0,0,0,0,0.0287,0,0,0,0,0
Lrit1,0,0,0,0.0498,0.0239,0,0.0317,0,0,0,0,0
Lrit2,0,0.1395,0,0.0741,0.1421,0,0,0,0.0511,0.0812,0,0
Cdhr1,1.9305,3.6526,3.9797,5.6215,3.8644,3.4756,3.3887,3.4264,2.6783,3.1099,6.3611,3.7899
2610528A11Rik,0.2767,0,0,0,0.2496,0.627,0.1657,0.4268,0.3593,0.7136,0.3067,0.4684
Ghitm,127.8573,170.3735,159.5972,161.5149,163.4803,194.2575,185.1178,193.1085,273.6168,117.7376,146.4622,151.8543
Gm18834,0,0,0,0,0,0,0,0,0,0,0,0
Gm22469,0,0,0,0,0,0,0,0,0,0,0,0
Gm23909,0,0,0,0,0,0,0,0,0,0,0,0
Gm47971,0,0,0,0,0,0,0,0,0,0,0,0
