"","MD1-R-EB","MD2-R-EB","MD3-R-EB","MD4-R-EB","MD5-R-EB","MD6-R-EB","MD7-R-EB","MD8-R-EB","MD9-R-EB","MD10-R-EB","MD11-R-EB","MD12-R-EB"
"1810026B05Rik",579.259852447212,510.261282642346,585.685251610789,503.887509310996,751.7713783762,586.886952235669,654.095729431577,617.116668947356,825.838668026621,891.361866761555,381.090871125754,435.020853872664
"1810030O07Rik",1108.54434507545,993.152228284719,1049.30608175776,994.928028299615,720.909184948125,779.282399387307,743.130323329945,725.056255192671,685.566858271818,688.53701085174,652.917926054614,760.635265454
"1810032O08Rik",664.445124865919,972.62447553474,973.155800477582,913.563756257896,857.810709641896,924.79156109863,756.353282819802,830.762608619118,723.653905953586,714.334909191146,599.618503519543,548.768821651744
"1810037I17Rik",1583.31026335571,1668.61304496261,1860.08260597614,1754.32790068899,1272.47197518835,1306.34891847499,1459.81472768018,1358.54996481173,1371.13371654364,910.043103490091,606.725093190886,652.965433357772
"1810041L15Rik",6.81482179349661,10.7526323928464,8.95885662119754,12.8469903223767,76.7598144236752,71.1378123922023,64.3517361839692,57.3196423509607,101.255809690553,101.412427954907,80.8374575115236,56.4398313407648
"1810043G02Rik",101.0865232702,91.8861313570508,107.50627945437,104.203365948166,109.204684437806,118.024097832517,148.097146286395,94.540189332104,156.064000256999,153.897807335079,167.004857276554,158.899832851692
"1810044D09Rik",32.9383053352336,38.122969392819,30.2361410965417,44.2507444437418,23.7401487908274,19.4012215615097,8.81530632657112,25.3099719471774,32.5133333868749,34.6937253529947,45.3045091548099,44.2835599750616
"1810055G02Rik",754.173611813625,650.045503749349,657.356104580369,673.753270240198,640.192679059312,590.120489162587,646.161953737663,640.193408075665,577.80838190389,581.78708668868,692.004169246999,655.570348650422
"1810058I24Rik",682.61798298191,779.077092463505,907.08423289625,932.120520056885,507.247845830678,523.832982160762,615.308381594664,599.250806396407,739.446096455782,885.134787852043,1028.67885492686,1558.60765010266
"2010001A14Rik",15.9012508514921,23.4602888571194,13.4382849317963,17.1293204298356,7.12204463724821,1.61676846345914,12.3414288571996,2.2332328188686,19.5080000321249,25.7978983394063,29.3146823942888,28.6540682191575
"2010107E04Rik",818.914418851843,1135.86898549886,1123.21664888264,1101.98628098609,951.979966512178,903.773571073661,903.568898473539,949.868358958777,933.59714439455,927.834757517267,707.105672298602,912.58865752529
"2010107G23Rik",123.802595915188,109.48134799989,97.4275657555232,82.7917154108718,132.944833228633,122.874403222895,142.807962490452,153.34865356231,142.129714519767,122.76241278752,110.152139905812,65.1228823162671
"2010111I01Rik",539.506725318482,590.417269570837,745.824813714695,767.964532604294,654.436768333808,635.390006139443,782.799201799515,915.625455736125,606.605905760837,412.766373430501,390.86243192385,271.779495533221
"2010204K13Rik",256.691620888372,333.331604178238,319.159267130162,335.449191750946,372.72033601599,345.988451180257,392.281131532415,376.67193544917,275.898857597195,214.38943102748,225.634222065132,140.665425803137
"2010300C02Rik",36.3457162319819,15.6401925714129,22.3971415529938,11.4195469532237,22.9488104977998,33.952137732642,29.0905108776847,26.7987938264232,32.5133333868749,44.4791350679419,34.6446246477958,43.4152548775114
"2010315B03Rik",67.0124143027167,56.6956980713718,55.9928538824846,45.6781878128948,90.212565405144,84.0719600998754,68.7593893472547,69.2302173849265,84.5346668058746,97.8540971494721,53.2994225350705,76.4108485844201
"2010320M18Rik",118.123577753941,137.829197035576,151.180705482708,149.881553761061,95.7519334563371,108.323487051763,104.020614653539,98.2622440302183,128.195428782535,166.351965154103,191.877921126254,179.739155192897
"2200002D01Rik",42.0247343932291,29.3253610713992,50.3935684942361,71.3721684576481,7.91338293027579,8.08384231729571,19.3936739184565,30.5208485245375,9.28952382482139,4.44791350679419,17.7664741783568,19.102712146105
"2210011C24Rik",90.8642905799548,100.683739678471,83.9892808237269,91.3563756257896,41.1495912374341,37.1856746595603,48.4841847961411,38.709368860389,15.7921905021964,21.3499848326121,15.1015030516033,30.390678414258
"2210013O21Rik",146.518668560177,216.030159892641,209.413273520492,175.575534405814,205.747956187171,198.862521005475,198.34439234785,178.658625509488,194.151047938767,235.739415860092,198.096187088679,227.49593555816
"2210016F16Rik",483.852347338259,492.666065999506,442.343545671628,522.444273109984,367.180967964797,405.808884328245,397.570315328357,396.026619879365,219.232762265785,153.897807335079,200.761158215432,137.192205412936
"2210016L21Rik",512.247438144495,485.823481749513,573.366823756642,533.863820063208,644.940708817477,679.04275465284,726.38124130946,655.081626868122,573.16361999148,597.799575313139,595.176884974954,731.112892137292
"2210039B01Rik",36.3457162319819,55.7181860356585,51.5134255718858,69.9447250884952,59.3503719770684,61.4372016114474,47.602654163484,51.3643548339777,47.3765715065891,68.4978680046305,87.9440471828663,75.5425434868698
"2210408I21Rik",201.03724290815,138.80670907129,170.218275802753,142.744336915296,189.921190326619,213.413437176607,187.766024755965,183.869502086848,197.866857468696,174.358209466332,137.690174882265,112.011357583979
"2210409E12Rik",129.481614076436,191.592358999808,132.143135162664,134.179676700379,12.6614126884413,14.5509161711323,7.93377569391401,13.3993969132116,5.57371429489283,5.33749620815302,9.77156079809626,2.60491529265068
"2300009A05Rik",40.8889307609797,32.2578971785391,41.4347118730386,47.1056311820478,32.4448700141307,21.0179900249689,42.3134703675414,32.0096704037832,78.9609525109818,68.4978680046305,67.512601877756,81.6206791697214
"2310009A05Rik",191.950813850155,188.659822892668,218.37213014169,194.132298204803,134.527509814688,132.57501400365,124.295819204653,116.87251752079,165.353524081821,185.922784583997,135.91352746443,172.792714412495
"2310009B15Rik",71.5556288317144,71.3583786070714,87.348852056676,79.9368286725659,80.7165058888131,90.539033953712,93.4422470616538,95.2846002717268,111.474285897857,98.7436798508309,109.263816196895,118.089493266831
